url,local_path,status,content_type,sha256,bytes,is_document
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=rec,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,15073,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=ie,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,16341,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/o110-muzenin-yonetimi,mysu_dump2\surecharitasi/tr/surec/o110-muzenin-yonetimi.html,200,text/html; charset=utf-8,,17880,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/o210-gosteri-merkezini-yonetme,mysu_dump2\surecharitasi/tr/surec/o210-gosteri-merkezini-yonetme.html,200,text/html; charset=utf-8,,14577,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/o310-istanbul-politikalar-merkezini-yonetme,mysu_dump2\surecharitasi/tr/surec/o310-istanbul-politikalar-merkezini-yonetme.html,200,text/html; charset=utf-8,,14999,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/o320-egitim-reformu-girisimi,mysu_dump2\surecharitasi/tr/surec/o320-egitim-reformu-girisimi.html,200,text/html; charset=utf-8,,14978,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/o410-edu-sureclerinin-yonetilmesi,mysu_dump2\surecharitasi/tr/surec/o410-edu-sureclerinin-yonetilmesi.html,200,text/html; charset=utf-8,,15277,False
https://mysu.sabanciuniv.edu/surecharitasi/sites/mysu.sabanciuniv.edu.surecharitasi/files/resmi_gazete_26.06.2016-sabanci_universitesi_tumlestirilmis_uretim_teknolojileri_uygulama_ve_arastirma_merkezi_tumer_yonetmeligi.htm,mysu_dump2\files\81\45\8145bd0f0a142e674993df11faf7079f246c69e36c514a856d91b47e54635efb.htm,200,text/html; charset=UTF-8,8145bd0f0a142e674993df11faf7079f246c69e36c514a856d91b47e54635efb,44102,True
https://mysu.sabanciuniv.edu/surecharitasi/sites/mysu.sabanciuniv.edu.surecharitasi/files/resmi_gazete_13.07.2016-_sabanci_universitesi_nanotani_icin_fonksiyonel_yuzey_yonetmeligi.htm,mysu_dump2\surecharitasi/sites/mysu.sabanciuniv.edu.surecharitasi/files\resmi_gazete_13.07.2016-_sabanci_universitesi_nanotani_icin_fonksiyonel_yuzey_yonetmeligi.htm,200,text/html; charset=UTF-8,4026f8d1f0f64f6321afcee08d5bc8363a81f8c5634d7fa3417fbf23ccf03b6a,40217,True
https://mysu.sabanciuniv.edu/surecharitasi/sites/mysu.sabanciuniv.edu.surecharitasi/files/resmi_gazete_26.06.2016-sabanci_universitesi_toplumsal_cinsiyet_ve_kadin_calismalari_uygulama_ve_arastirma_merkezi_yonetmeligi.htm,mysu_dump2\files\f9\d7\f9d7a5ed970c58baff815fb5ec4db7f0c2ed89ef3ec6f3b20c66f073ce60a22d.htm,200,text/html; charset=UTF-8,f9d7a5ed970c58baff815fb5ec4db7f0c2ed89ef3ec6f3b20c66f073ce60a22d,42404,True
https://mysu.sabanciuniv.edu/surecharitasi/sites/mysu.sabanciuniv.edu.surecharitasi/files/resmi_gazete_26.06.2016-_sabanci_universitesi_veri_analitigi_uygulama_ve_arastirma_merkezi_yonetmeligi.htm,mysu_dump2\surecharitasi/sites/mysu.sabanciuniv.edu.surecharitasi/files\resmi_gazete_26.06.2016-_sabanci_universitesi_veri_analitigi_uygulama_ve_arastirma_merkezi_yonetmeligi.htm,200,text/html; charset=UTF-8,dfcc7862f324f662e28a39b931de4a4b7ce0e5225bb1c4126dfa216f5e5674a9,39319,True
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=ssm,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,16318,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=sgm,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,16337,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=ipm,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,16800,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=edu,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,15073,False
